ticker,ID_ISIN,GICS_SECTOR_NAME,SECURITY_NAME,CUR_MKT_CAP,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME,trade_date,Weight
LLL IN Equity,INE597L01014,Consumer Discretionary,Lovable Lingerie Ltd,1886112000.0,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury",2014-03-01,6.136832877752095e-06
LMW IN Equity,INE269B01029,Industrials,LMW Ltd,178482483450.0,Machinery,Industrial Machinery & Supplie,2014-03-01,0.0005807275350237971
LPC IN Equity,INE326A01037,Health Care,Lupin Ltd,1002579577881.7,Pharmaceuticals,Pharmaceuticals,2014-03-01,0.0032620879969520547
LT IN Equity,INE018A01030,Industrials,Larsen & Toubro Ltd,4986212755615.001,Construction & Engineering,Construction & Engineering,2014-03-01,0.016223614702692634
LTF IN Equity,INE498L01015,Financials,L&T Finance Ltd,370698288801.24,Financial Services,Diversified Financial Services,2014-03-01,0.0012061391086223357
LVB IN Equity,INE694C01018,Financials,Lakshmi Vilas Bank Ltd/The,,Banks,Diversified Banks,2014-03-01,
MAHLIFE IN Equity,INE813A01018,Real Estate,Mahindra Lifespace Developers,78095827474.34999,Real Estate Management & Devel,Real Estate Development,2014-03-01,0.00025409999070036477
MAN IN Equity,INE993A01026,Industrials,Man Industries India Ltd,21229904904.599995,Construction & Engineering,Construction & Engineering,2014-03-01,6.907563199327489e-05
MAST IN Equity,INE759A01021,Information Technology,Mastek Ltd,89253178070.00002,IT Services,IT Consulting & Other Services,2014-03-01,0.0002904026047360063
MAXF IN Equity,INE180A01020,Financials,Max Financial Services Ltd,443903874198.74994,Insurance,Life & Health Insurance,2014-03-01,0.00144432774392211
MTEL IN Equity,INE472M01018,Consumer Discretionary,MT Educare Ltd,216684162.0,Diversified Consumer Services,Education Services,2014-03-01,7.050241393139756e-07
MTNL IN Equity,INE153A01019,Communication Services,Mahanagar Telephone Nigam Ltd,30863700000.0,Diversified Telecommunication,Integrated Telecommunication S,2014-03-01,0.00010042106136278086
MUTH IN Equity,INE414G01012,Financials,Muthoot Finance Ltd,775407432271.95,Consumer Finance,Consumer Finance,2014-03-01,0.002522939159508997
NACL IN Equity,INE139A01034,Materials,National Aluminium Co Ltd,420864173991.05,Metals & Mining,Aluminum,2014-03-01,0.0013693635902938181
NAVA IN Equity,INE725A01022,Industrials,Nava Ltd,140863699370.4,Industrial Conglomerates,Industrial Conglomerates,2014-03-01,0.0004583274914628918
NDTV IN Equity,INE155G01029,Communication Services,New Delhi Television Ltd,10944642285.92,Media,Broadcasting,2014-03-01,3.561052610633393e-05
NELI IN Equity,INE060A01024,Communication Services,Navneet Education Ltd,32093608299.480003,Media,Publishing,2014-03-01,0.00010442280764766164
NETM IN Equity,INE870H01013,Communication Services,Network18 Media & Investments,90215553882.23,Media,Broadcasting,2014-03-01,0.0002935338819482007
NHPC IN Equity,INE848E01016,Utilities,NHPC Ltd,845088778144.6499,Independent Power and Renewabl,Renewable Electricity,2014-03-01,0.002749660994860026
NIIT IN Equity,INE161A01038,Consumer Discretionary,NIIT Ltd,22399606782.609997,Diversified Consumer Services,Education Services,2014-03-01,7.288148495542145e-05
MCF IN Equity,INE558B01017,Materials,Mangalore Chemicals & Fertiliz,16358646154.5,Chemicals,Fertilizers & Agricultural Che,2014-03-01,5.322604254490109e-05
MCHM IN Equity,INE274B01011,Materials,Monsanto India Ltd,,Chemicals,Fertilizers & Agricultural Che,2014-03-01,
MCLR IN Equity,INE942G01012,Consumer Staples,McLeod Russel India Ltd,3123226476.4999995,Food Products,Packaged Foods & Meats,2014-03-01,1.0162025863602494e-05
MHRL IN Equity,INE998I01010,Consumer Discretionary,Mahindra Holidays & Resorts In,76911802396.79999,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",2014-03-01,0.00025024753441781533
MHS IN Equity,INE271B01025,Materials,Maharashtra Seamless Ltd,85587167714.99998,Metals & Mining,Steel,2014-03-01,0.0002784745257689334
MHSC IN Equity,INE288A01013,Financials,Maharashtra Scooters Ltd,122169106206.4,Capital Markets,Asset Management & Custody Ban,2014-03-01,0.00039750099019200506
MINF IN Equity,INE949H01023,Industrials,Man Infraconstruction Ltd,72527479120.8,Construction & Engineering,Construction & Engineering,2014-03-01,0.000235982284407821
MM IN Equity,INE101A01026,Consumer Discretionary,Mahindra & Mahindra Ltd,3503829010667.15,Automobiles,Automobile Manufacturers,2014-03-01,0.011400390364243354
MMFS IN Equity,INE774D01024,Financials,Mahindra & Mahindra Financial,337793880128.00006,Consumer Finance,Consumer Finance,2014-03-01,0.001099078203984154
MMTC IN Equity,INE123F01029,Industrials,MMTC Ltd,119760000000.0,Trading Companies & Distributo,Trading Companies & Distributo,2014-03-01,0.0003896624937647345
AL IN Equity,INE208A01029,Industrials,Ashok Leyland Ltd,614447407503.0,Machinery,Construction Machinery & Heavy,2014-03-01,0.0019992243578398046
ALBK IN Equity,INE428A01015,Financials,Allahabad Bank,,Banks,Diversified Banks,2014-03-01,
ALOK IN Equity,INE270A01029,Consumer Discretionary,Alok Industries Ltd,113306785950.82,"Textiles, Apparel & Luxury Goo",Textiles,2014-03-01,0.0003686657045262484
ANDB IN Equity,INE434A01013,Financials,Andhra Bank,,Banks,Diversified Banks,2014-03-01,
APHS IN Equity,INE437A01024,Health Care,Apollo Hospitals Enterprise Lt,1011086518791.1498,Health Care Providers & Servic,Health Care Facilities,2014-03-01,0.003289766986673877
